"","State","Date","WindGustSpeed","WindCata"
"3207","Victoria","2009-05-19",46,"Safe"
"3208","Victoria","2009-05-20",37,"Safe"
"3209","Victoria","2009-05-21",39,"Safe"
"3210","Victoria","2009-05-22",54,"Safe"
"3211","Victoria","2009-05-23",63,"MinorHazard"
"3212","Victoria","2009-05-24",63,"MinorHazard"
"3213","Victoria","2009-05-25",76,"MinorHazard"
"3214","Victoria","2009-05-26",35,"Safe"
"3215","Victoria","2009-05-27",33,"Safe"
"3216","Victoria","2009-05-28",41,"Safe"
"3217","Victoria","2009-05-29",54,"Safe"
"3218","Victoria","2009-05-30",50,"Safe"
"3219","Victoria","2009-05-31",43,"Safe"
"3220","Victoria","2009-06-01",35,"Safe"
"3221","Victoria","2009-06-02",41,"Safe"
"3222","Victoria","2009-06-03",41,"Safe"
"3223","Victoria","2009-06-04",41,"Safe"
"3224","Victoria","2009-06-05",26,"Safe"
"3225","Victoria","2009-06-06",41,"Safe"
"3226","Victoria","2009-06-07",41,"Safe"
"3227","Victoria","2009-06-08",57,"Safe"
"3228","Victoria","2009-06-09",72,"MinorHazard"
"3229","Victoria","2009-06-10",57,"Safe"
"3230","Victoria","2009-06-11",46,"Safe"
"3231","Victoria","2009-06-12",61,"Safe"
"3232","Victoria","2009-06-13",80,"MinorHazard"
"3233","Victoria","2009-06-14",52,"Safe"
"3234","Victoria","2009-06-15",37,"Safe"
"3235","Victoria","2009-06-16",35,"Safe"
"3236","Victoria","2009-06-17",20,"Safe"
"3237","Victoria","2009-06-18",31,"Safe"
"3238","Victoria","2009-06-19",44,"Safe"
"3239","Victoria","2009-06-20",63,"MinorHazard"
"3240","Victoria","2009-06-21",41,"Safe"
"3241","Victoria","2009-06-22",63,"MinorHazard"
"3242","Victoria","2009-06-23",59,"Safe"
"3243","Victoria","2009-06-24",37,"Safe"
"3244","Victoria","2009-06-25",39,"Safe"
"3245","Victoria","2009-06-26",48,"Safe"
"3246","Victoria","2009-06-27",20,"Safe"
"3247","Victoria","2009-06-28",61,"Safe"
"3248","Victoria","2009-06-29",59,"Safe"
"3249","Victoria","2009-06-30",94,"Damaging"
"3250","Victoria","2009-07-01",98,"Damaging"
"3251","Victoria","2009-07-02",83,"MinorHazard"
"3252","Victoria","2009-07-03",61,"Safe"
"3253","Victoria","2009-07-04",59,"Safe"
"3254","Victoria","2009-07-05",48,"Safe"
"3255","Victoria","2009-07-06",50,"Safe"
"3256","Victoria","2009-07-07",46,"Safe"
"3257","Victoria","2009-07-08",46,"Safe"
"3258","Victoria","2009-07-09",50,"Safe"
"3259","Victoria","2009-07-10",65,"MinorHazard"
"3260","Victoria","2009-07-11",94,"Damaging"
"3261","Victoria","2009-07-12",63,"MinorHazard"
"3262","Victoria","2009-07-13",56,"Safe"
"3263","Victoria","2009-07-14",37,"Safe"
"3264","Victoria","2009-07-15",30,"Safe"
"3265","Victoria","2009-07-16",41,"Safe"
"3266","Victoria","2009-07-17",43,"Safe"
"3267","Victoria","2009-07-18",63,"MinorHazard"
"3268","Victoria","2009-07-19",63,"MinorHazard"
"3269","Victoria","2009-07-20",83,"MinorHazard"
"3270","Victoria","2009-07-21",78,"MinorHazard"
"3271","Victoria","2009-07-22",65,"MinorHazard"
"3272","Victoria","2009-07-23",41,"Safe"
"3273","Victoria","2009-07-24",59,"Safe"
"3274","Victoria","2009-07-25",65,"MinorHazard"
"3275","Victoria","2009-07-26",56,"Safe"
"3276","Victoria","2009-07-27",61,"Safe"
"3277","Victoria","2009-07-28",57,"Safe"
"3278","Victoria","2009-07-29",52,"Safe"
"3279","Victoria","2009-07-30",52,"Safe"
"3280","Victoria","2009-07-31",59,"Safe"
"3281","Victoria","2009-08-01",61,"Safe"
"3282","Victoria","2009-08-02",96,"Damaging"
"3283","Victoria","2009-08-03",100,"Damaging"
"3284","Victoria","2009-08-04",56,"Safe"
"3285","Victoria","2009-08-05",50,"Safe"
"3286","Victoria","2009-08-06",80,"MinorHazard"
"3287","Victoria","2009-08-07",87,"MinorHazard"
"3288","Victoria","2009-08-08",44,"Safe"
"3289","Victoria","2009-08-09",61,"Safe"
"3290","Victoria","2009-08-10",44,"Safe"
"3291","Victoria","2009-08-11",48,"Safe"
"3292","Victoria","2009-08-12",50,"Safe"
"3293","Victoria","2009-08-13",50,"Safe"
"3294","Victoria","2009-08-14",61,"Safe"
"3295","Victoria","2009-08-15",89,"MinorHazard"
"3296","Victoria","2009-08-16",98,"Damaging"
"3297","Victoria","2009-08-17",80,"MinorHazard"
"3298","Victoria","2009-08-18",46,"Safe"
"3299","Victoria","2009-08-19",69,"MinorHazard"
"3300","Victoria","2009-08-20",70,"MinorHazard"
"3301","Victoria","2009-08-21",96,"Damaging"
"3302","Victoria","2009-08-22",63,"MinorHazard"
"3303","Victoria","2009-08-23",69,"MinorHazard"
"3304","Victoria","2009-08-24",78,"MinorHazard"
"3305","Victoria","2009-08-25",104,"Damaging"
"3306","Victoria","2009-08-26",85,"MinorHazard"
"3307","Victoria","2009-08-27",65,"MinorHazard"
"3308","Victoria","2009-08-28",56,"Safe"
"3309","Victoria","2009-08-29",72,"MinorHazard"
"3310","Victoria","2009-08-30",74,"MinorHazard"
"3311","Victoria","2009-08-31",78,"MinorHazard"
"3312","Victoria","2009-09-01",56,"Safe"
"3313","Victoria","2009-09-02",69,"MinorHazard"
"3314","Victoria","2009-09-03",72,"MinorHazard"
"3315","Victoria","2009-09-04",72,"MinorHazard"
"3316","Victoria","2009-09-05",57,"Safe"
"3317","Victoria","2009-09-06",67,"MinorHazard"
"3318","Victoria","2009-09-07",50,"Safe"
"3319","Victoria","2009-09-08",57,"Safe"
"3320","Victoria","2009-09-09",50,"Safe"
"3321","Victoria","2009-09-10",54,"Safe"
"3322","Victoria","2009-09-11",100,"Damaging"
"3323","Victoria","2009-09-12",83,"MinorHazard"
"3324","Victoria","2009-09-13",78,"MinorHazard"
"3325","Victoria","2009-09-14",56,"Safe"
"3326","Victoria","2009-09-15",50,"Safe"
"3327","Victoria","2009-09-16",52,"Safe"
"3328","Victoria","2009-09-17",59,"Safe"
"3329","Victoria","2009-09-18",56,"Safe"
"3330","Victoria","2009-09-19",69,"MinorHazard"
"3331","Victoria","2009-09-20",57,"Safe"
"3332","Victoria","2009-09-21",72,"MinorHazard"
"3333","Victoria","2009-09-22",70,"MinorHazard"
"3334","Victoria","2009-09-23",76,"MinorHazard"
"3335","Victoria","2009-09-26",80,"MinorHazard"
"3336","Victoria","2009-09-27",104,"Damaging"
"3337","Victoria","2009-09-28",54,"Safe"
"3338","Victoria","2009-09-29",56,"Safe"
"3339","Victoria","2009-09-30",89,"MinorHazard"
"3340","Victoria","2009-10-01",43,"Safe"
"3341","Victoria","2009-10-02",50,"Safe"
"3342","Victoria","2009-10-03",56,"Safe"
"3343","Victoria","2009-10-04",35,"Safe"
"3344","Victoria","2009-10-05",44,"Safe"
"3345","Victoria","2009-10-06",59,"Safe"
"3346","Victoria","2009-10-07",54,"Safe"
"3347","Victoria","2009-10-08",44,"Safe"
"3348","Victoria","2009-10-09",52,"Safe"
"3349","Victoria","2009-10-10",50,"Safe"
"3350","Victoria","2009-10-11",54,"Safe"
"3351","Victoria","2009-10-12",80,"MinorHazard"
"3352","Victoria","2009-10-13",74,"MinorHazard"
"3353","Victoria","2009-10-14",76,"MinorHazard"
"3354","Victoria","2009-10-15",81,"MinorHazard"
"3355","Victoria","2009-10-16",50,"Safe"
"3356","Victoria","2009-10-17",43,"Safe"
"3357","Victoria","2009-10-18",35,"Safe"
"3358","Victoria","2009-10-19",39,"Safe"
"3359","Victoria","2009-10-20",74,"MinorHazard"
"3360","Victoria","2009-10-21",43,"Safe"
"3361","Victoria","2009-10-22",54,"Safe"
"3362","Victoria","2009-10-23",43,"Safe"
"3363","Victoria","2009-10-24",39,"Safe"
"3364","Victoria","2009-10-25",65,"MinorHazard"
"3365","Victoria","2009-10-26",57,"Safe"
"3366","Victoria","2009-10-27",46,"Safe"
"3367","Victoria","2009-10-28",39,"Safe"
"3368","Victoria","2009-10-29",46,"Safe"
"3369","Victoria","2009-10-30",65,"MinorHazard"
"3370","Victoria","2009-10-31",54,"Safe"
"3371","Victoria","2009-11-01",44,"Safe"
"3372","Victoria","2009-11-02",67,"MinorHazard"
"3373","Victoria","2009-11-03",87,"MinorHazard"
"3374","Victoria","2009-11-04",56,"Safe"
"3375","Victoria","2009-11-05",46,"Safe"
"3376","Victoria","2009-11-06",48,"Safe"
"3377","Victoria","2009-11-07",56,"Safe"
"3378","Victoria","2009-11-08",54,"Safe"
"3379","Victoria","2009-11-09",41,"Safe"
"3380","Victoria","2009-11-10",43,"Safe"
"3381","Victoria","2009-11-11",39,"Safe"
"3382","Victoria","2009-11-12",50,"Safe"
"3383","Victoria","2009-11-13",41,"Safe"
"3384","Victoria","2009-11-14",52,"Safe"
"3385","Victoria","2009-11-15",41,"Safe"
"3386","Victoria","2009-11-16",74,"MinorHazard"
"3387","Victoria","2009-11-17",50,"Safe"
"3388","Victoria","2009-11-18",56,"Safe"
"3389","Victoria","2009-11-19",87,"MinorHazard"
"3390","Victoria","2009-11-20",98,"Damaging"
"3391","Victoria","2009-11-21",39,"Safe"
"3392","Victoria","2009-11-22",87,"MinorHazard"
"3393","Victoria","2009-11-23",48,"Safe"
"3394","Victoria","2009-11-24",43,"Safe"
"3395","Victoria","2009-11-25",46,"Safe"
"3396","Victoria","2009-11-26",67,"MinorHazard"
"3397","Victoria","2009-11-27",102,"Damaging"
"3398","Victoria","2009-11-28",65,"MinorHazard"
"3399","Victoria","2009-11-29",63,"MinorHazard"
"3400","Victoria","2009-11-30",52,"Safe"
"3401","Victoria","2009-12-01",61,"Safe"
"3402","Victoria","2009-12-02",46,"Safe"
"3403","Victoria","2009-12-03",74,"MinorHazard"
"3404","Victoria","2009-12-04",48,"Safe"
"3405","Victoria","2009-12-05",52,"Safe"
"3406","Victoria","2009-12-06",39,"Safe"
"3407","Victoria","2009-12-07",43,"Safe"
"3408","Victoria","2009-12-08",54,"Safe"
"3409","Victoria","2009-12-09",61,"Safe"
"3410","Victoria","2009-12-10",69,"MinorHazard"
"3411","Victoria","2009-12-11",63,"MinorHazard"
"3412","Victoria","2009-12-12",59,"Safe"
"3413","Victoria","2009-12-13",57,"Safe"
"3414","Victoria","2009-12-14",39,"Safe"
"3415","Victoria","2009-12-15",50,"Safe"
"3416","Victoria","2009-12-16",78,"MinorHazard"
"3417","Victoria","2009-12-17",63,"MinorHazard"
"3418","Victoria","2009-12-18",63,"MinorHazard"
"3419","Victoria","2009-12-19",59,"Safe"
"3420","Victoria","2009-12-20",35,"Safe"
"3421","Victoria","2009-12-21",43,"Safe"
"3422","Victoria","2009-12-22",43,"Safe"
"3423","Victoria","2009-12-23",81,"MinorHazard"
"3424","Victoria","2009-12-24",94,"Damaging"
"3425","Victoria","2009-12-25",54,"Safe"
"3426","Victoria","2009-12-26",48,"Safe"
"3427","Victoria","2009-12-27",46,"Safe"
"3428","Victoria","2009-12-28",43,"Safe"
"3429","Victoria","2009-12-29",50,"Safe"
"3430","Victoria","2009-12-30",54,"Safe"
"3431","Victoria","2009-12-31",96,"Damaging"
"3432","Victoria","2010-01-01",74,"MinorHazard"
"3433","Victoria","2010-01-02",63,"MinorHazard"
"3434","Victoria","2010-01-03",46,"Safe"
"3435","Victoria","2010-01-04",39,"Safe"
"3436","Victoria","2010-01-05",48,"Safe"
"3437","Victoria","2010-01-06",39,"Safe"
"3438","Victoria","2010-01-07",41,"Safe"
"3439","Victoria","2010-01-08",57,"Safe"
"3440","Victoria","2010-01-09",56,"Safe"
"3441","Victoria","2010-01-10",48,"Safe"
"3442","Victoria","2010-01-11",61,"Safe"
"3443","Victoria","2010-01-12",69,"MinorHazard"
"3444","Victoria","2010-01-13",48,"Safe"
"3445","Victoria","2010-01-14",46,"Safe"
"3446","Victoria","2010-01-15",46,"Safe"
"3447","Victoria","2010-01-16",57,"Safe"
"3448","Victoria","2010-01-17",69,"MinorHazard"
"3449","Victoria","2010-01-18",69,"MinorHazard"
"3450","Victoria","2010-01-19",69,"MinorHazard"
"3451","Victoria","2010-01-20",57,"Safe"
"3452","Victoria","2010-01-21",41,"Safe"
"3453","Victoria","2010-01-22",81,"MinorHazard"
"3454","Victoria","2010-01-23",85,"MinorHazard"
"3455","Victoria","2010-01-24",46,"Safe"
"3456","Victoria","2010-01-25",44,"Safe"
"3457","Victoria","2010-01-26",48,"Safe"
"3458","Victoria","2010-01-27",50,"Safe"
"3459","Victoria","2010-01-28",46,"Safe"
"3460","Victoria","2010-01-29",50,"Safe"
"3461","Victoria","2010-01-30",57,"Safe"
"3462","Victoria","2010-01-31",81,"MinorHazard"
"3463","Victoria","2010-02-01",61,"Safe"
"3464","Victoria","2010-02-02",59,"Safe"
"3465","Victoria","2010-02-03",72,"MinorHazard"
"3466","Victoria","2010-02-04",63,"MinorHazard"
"3467","Victoria","2010-02-05",54,"Safe"
"3468","Victoria","2010-02-06",61,"Safe"
"3469","Victoria","2010-02-07",46,"Safe"
"3470","Victoria","2010-02-08",44,"Safe"
"3471","Victoria","2010-02-09",54,"Safe"
"3472","Victoria","2010-02-10",78,"MinorHazard"
"3473","Victoria","2010-02-11",72,"MinorHazard"
"3474","Victoria","2010-02-12",43,"Safe"
"3475","Victoria","2010-02-13",41,"Safe"
"3476","Victoria","2010-02-14",56,"Safe"
"3477","Victoria","2010-02-15",57,"Safe"
"3478","Victoria","2010-02-16",56,"Safe"
"3479","Victoria","2010-02-17",43,"Safe"
"3480","Victoria","2010-02-18",52,"Safe"
"3481","Victoria","2010-02-19",74,"MinorHazard"
"3482","Victoria","2010-02-20",74,"MinorHazard"
"3483","Victoria","2010-02-21",57,"Safe"
"3484","Victoria","2010-02-22",74,"MinorHazard"
"3485","Victoria","2010-02-23",57,"Safe"
"3486","Victoria","2010-02-24",48,"Safe"
"3487","Victoria","2010-02-25",50,"Safe"
"3488","Victoria","2010-02-26",59,"Safe"
"3489","Victoria","2010-02-27",52,"Safe"
"3490","Victoria","2010-02-28",59,"Safe"
"3491","Victoria","2010-03-01",69,"MinorHazard"
"3492","Victoria","2010-03-02",54,"Safe"
"3493","Victoria","2010-03-03",52,"Safe"
"3494","Victoria","2010-03-04",48,"Safe"
"3495","Victoria","2010-03-05",48,"Safe"
"3496","Victoria","2010-03-06",102,"Damaging"
"3497","Victoria","2010-03-07",70,"MinorHazard"
"3498","Victoria","2010-03-08",67,"MinorHazard"
"3499","Victoria","2010-03-09",81,"MinorHazard"
"3500","Victoria","2010-03-10",46,"Safe"
"3501","Victoria","2010-03-11",48,"Safe"
"3502","Victoria","2010-03-12",44,"Safe"
"3503","Victoria","2010-03-13",43,"Safe"
"3504","Victoria","2010-03-14",41,"Safe"
"3505","Victoria","2010-03-15",43,"Safe"
"3506","Victoria","2010-03-16",43,"Safe"
"3507","Victoria","2010-03-17",56,"Safe"
"3508","Victoria","2010-03-18",41,"Safe"
"3509","Victoria","2010-03-19",50,"Safe"
"3510","Victoria","2010-03-20",46,"Safe"
"3511","Victoria","2010-03-21",78,"MinorHazard"
"3512","Victoria","2010-03-22",41,"Safe"
"3513","Victoria","2010-03-23",57,"Safe"
"3514","Victoria","2010-03-24",37,"Safe"
"3515","Victoria","2010-03-25",46,"Safe"
"3516","Victoria","2010-03-26",52,"Safe"
"3517","Victoria","2010-03-27",39,"Safe"
"3518","Victoria","2010-03-28",61,"Safe"
"3519","Victoria","2010-03-29",44,"Safe"
"3520","Victoria","2010-03-30",46,"Safe"
"3521","Victoria","2010-03-31",41,"Safe"
"3522","Victoria","2010-04-01",35,"Safe"
"3523","Victoria","2010-04-02",44,"Safe"
"3524","Victoria","2010-04-03",44,"Safe"
"3525","Victoria","2010-04-04",48,"Safe"
"3526","Victoria","2010-04-05",50,"Safe"
"3527","Victoria","2010-04-06",48,"Safe"
"3528","Victoria","2010-04-07",50,"Safe"
"3529","Victoria","2010-04-08",54,"Safe"
"3530","Victoria","2010-04-09",35,"Safe"
"3531","Victoria","2010-04-10",57,"Safe"
"3532","Victoria","2010-04-11",91,"Damaging"
"3533","Victoria","2010-04-12",76,"MinorHazard"
"3534","Victoria","2010-04-13",44,"Safe"
"3535","Victoria","2010-04-14",46,"Safe"
"3536","Victoria","2010-04-15",41,"Safe"
"3537","Victoria","2010-04-16",44,"Safe"
"3538","Victoria","2010-04-17",44,"Safe"
"3539","Victoria","2010-04-18",50,"Safe"
"3540","Victoria","2010-04-19",46,"Safe"
"3541","Victoria","2010-04-20",57,"Safe"
"3542","Victoria","2010-04-21",41,"Safe"
"3543","Victoria","2010-04-22",52,"Safe"
"3544","Victoria","2010-04-23",56,"Safe"
"3545","Victoria","2010-04-24",67,"MinorHazard"
"3546","Victoria","2010-04-25",56,"Safe"
"3547","Victoria","2010-04-26",48,"Safe"
"3548","Victoria","2010-04-27",52,"Safe"
"3549","Victoria","2010-04-28",69,"MinorHazard"
"3550","Victoria","2010-04-29",69,"MinorHazard"
"3551","Victoria","2010-04-30",31,"Safe"
"3552","Victoria","2010-05-01",56,"Safe"
"3553","Victoria","2010-05-02",54,"Safe"
"3554","Victoria","2010-05-03",70,"MinorHazard"
"3555","Victoria","2010-05-04",80,"MinorHazard"
"3556","Victoria","2010-05-05",63,"MinorHazard"
"3557","Victoria","2010-05-06",50,"Safe"
"3558","Victoria","2010-05-07",56,"Safe"
"3559","Victoria","2010-05-08",39,"Safe"
"3560","Victoria","2010-05-09",44,"Safe"
"3561","Victoria","2010-05-10",61,"Safe"
"3562","Victoria","2010-05-11",61,"Safe"
"3563","Victoria","2010-05-12",41,"Safe"
"3564","Victoria","2010-05-13",41,"Safe"
"3565","Victoria","2010-05-14",35,"Safe"
"3566","Victoria","2010-05-15",26,"Safe"
"3567","Victoria","2010-05-16",26,"Safe"
"3568","Victoria","2010-05-17",26,"Safe"
"3569","Victoria","2010-05-18",26,"Safe"
"3570","Victoria","2010-05-19",28,"Safe"
"3571","Victoria","2010-05-20",52,"Safe"
"3572","Victoria","2010-05-21",30,"Safe"
"3573","Victoria","2010-05-22",30,"Safe"
"3574","Victoria","2010-05-23",44,"Safe"
"3575","Victoria","2010-05-24",50,"Safe"
"3576","Victoria","2010-05-25",59,"Safe"
"3577","Victoria","2010-05-26",52,"Safe"
"3578","Victoria","2010-05-27",50,"Safe"
"3579","Victoria","2010-05-28",57,"Safe"
"3580","Victoria","2010-05-29",43,"Safe"
"3581","Victoria","2010-05-30",72,"MinorHazard"
"3582","Victoria","2010-05-31",74,"MinorHazard"
"3583","Victoria","2010-06-01",33,"Safe"
"3584","Victoria","2010-06-02",28,"Safe"
"3585","Victoria","2010-06-03",39,"Safe"
"3586","Victoria","2010-06-04",30,"Safe"
"3587","Victoria","2010-06-05",44,"Safe"
"3588","Victoria","2010-06-06",46,"Safe"
"3589","Victoria","2010-06-07",26,"Safe"
"3590","Victoria","2010-06-08",54,"Safe"
"3591","Victoria","2010-06-09",63,"MinorHazard"
"3592","Victoria","2010-06-10",52,"Safe"
"3593","Victoria","2010-06-11",57,"Safe"
"3594","Victoria","2010-06-12",37,"Safe"
"3595","Victoria","2010-06-13",31,"Safe"
"3596","Victoria","2010-06-14",46,"Safe"
"3597","Victoria","2010-06-15",35,"Safe"
"3598","Victoria","2010-06-16",67,"MinorHazard"
"3599","Victoria","2010-06-17",93,"Damaging"
"3600","Victoria","2010-06-18",72,"MinorHazard"
"3601","Victoria","2010-06-19",56,"Safe"
"3602","Victoria","2010-06-20",41,"Safe"
"3603","Victoria","2010-06-21",28,"Safe"
"3604","Victoria","2010-06-22",46,"Safe"
"3605","Victoria","2010-06-23",41,"Safe"
"3606","Victoria","2010-06-24",65,"MinorHazard"
"3607","Victoria","2010-06-25",65,"MinorHazard"
"3608","Victoria","2010-06-26",41,"Safe"
"3609","Victoria","2010-06-27",33,"Safe"
"3610","Victoria","2010-06-28",78,"MinorHazard"
"3611","Victoria","2010-06-29",76,"MinorHazard"
"3612","Victoria","2010-06-30",59,"Safe"
"3613","Victoria","2010-07-01",44,"Safe"
"3614","Victoria","2010-07-02",37,"Safe"
"3615","Victoria","2010-07-03",41,"Safe"
"3616","Victoria","2010-07-04",28,"Safe"
"3617","Victoria","2010-07-05",24,"Safe"
"3618","Victoria","2010-07-06",35,"Safe"
"3619","Victoria","2010-07-07",30,"Safe"
"3620","Victoria","2010-07-08",24,"Safe"
"3621","Victoria","2010-07-09",43,"Safe"
"3622","Victoria","2010-07-10",80,"MinorHazard"
"3623","Victoria","2010-07-11",56,"Safe"
"3624","Victoria","2010-07-12",50,"Safe"
"3625","Victoria","2010-07-13",67,"MinorHazard"
"3626","Victoria","2010-07-14",69,"MinorHazard"
"3627","Victoria","2010-07-15",50,"Safe"
"3628","Victoria","2010-07-16",43,"Safe"
"3629","Victoria","2010-07-17",46,"Safe"
"3630","Victoria","2010-07-18",65,"MinorHazard"
"3631","Victoria","2010-07-19",35,"Safe"
"3632","Victoria","2010-07-20",37,"Safe"
"3633","Victoria","2010-07-21",30,"Safe"
"3634","Victoria","2010-07-22",33,"Safe"
"3635","Victoria","2010-07-23",33,"Safe"
"3636","Victoria","2010-07-24",33,"Safe"
"3637","Victoria","2010-07-25",31,"Safe"
"3638","Victoria","2010-07-26",39,"Safe"
"3639","Victoria","2010-07-27",31,"Safe"
"3640","Victoria","2010-07-28",33,"Safe"
"3641","Victoria","2010-07-29",52,"Safe"
"3642","Victoria","2010-07-30",59,"Safe"
"3643","Victoria","2010-07-31",65,"MinorHazard"
"3644","Victoria","2010-08-01",74,"MinorHazard"
"3645","Victoria","2010-08-02",74,"MinorHazard"
"3646","Victoria","2010-08-03",39,"Safe"
"3647","Victoria","2010-08-04",46,"Safe"
"3648","Victoria","2010-08-05",59,"Safe"
"3649","Victoria","2010-08-06",35,"Safe"
"3650","Victoria","2010-08-07",41,"Safe"
"3651","Victoria","2010-08-08",57,"Safe"
"3652","Victoria","2010-08-09",41,"Safe"
"3653","Victoria","2010-08-10",63,"MinorHazard"
"3654","Victoria","2010-08-11",78,"MinorHazard"
"3655","Victoria","2010-08-12",72,"MinorHazard"
"3656","Victoria","2010-08-13",41,"Safe"
"3657","Victoria","2010-08-14",89,"MinorHazard"
"3658","Victoria","2010-08-15",63,"MinorHazard"
"3659","Victoria","2010-08-16",78,"MinorHazard"
"3660","Victoria","2010-08-17",44,"Safe"
"3661","Victoria","2010-08-18",85,"MinorHazard"
"3662","Victoria","2010-08-19",76,"MinorHazard"
"3663","Victoria","2010-08-20",81,"MinorHazard"
"3664","Victoria","2010-08-21",67,"MinorHazard"
"3665","Victoria","2010-08-22",52,"Safe"
"3666","Victoria","2010-08-23",59,"Safe"
"3667","Victoria","2010-08-24",85,"MinorHazard"
"3668","Victoria","2010-08-25",72,"MinorHazard"
"3669","Victoria","2010-08-26",65,"MinorHazard"
"3670","Victoria","2010-08-27",59,"Safe"
"3671","Victoria","2010-08-28",35,"Safe"
"3672","Victoria","2010-08-29",30,"Safe"
"3673","Victoria","2010-08-30",54,"Safe"
"3674","Victoria","2010-08-31",76,"MinorHazard"
"3675","Victoria","2010-09-01",54,"Safe"
"3676","Victoria","2010-09-02",50,"Safe"
"3677","Victoria","2010-09-03",54,"Safe"
"3678","Victoria","2010-09-04",91,"Damaging"
"3679","Victoria","2010-09-05",91,"Damaging"
"3680","Victoria","2010-09-06",56,"Safe"
"3681","Victoria","2010-09-07",57,"Safe"
"3682","Victoria","2010-09-08",70,"MinorHazard"
"3683","Victoria","2010-09-09",72,"MinorHazard"
"3684","Victoria","2010-09-10",63,"MinorHazard"
"3685","Victoria","2010-09-11",52,"Safe"
"3686","Victoria","2010-09-12",61,"Safe"
"3687","Victoria","2010-09-13",50,"Safe"
"3688","Victoria","2010-09-14",50,"Safe"
"3689","Victoria","2010-09-15",74,"MinorHazard"
"3690","Victoria","2010-09-16",83,"MinorHazard"
"3691","Victoria","2010-09-17",69,"MinorHazard"
"3692","Victoria","2010-09-18",63,"MinorHazard"
"3693","Victoria","2010-09-19",48,"Safe"
"3694","Victoria","2010-09-20",56,"Safe"
"3695","Victoria","2010-09-21",44,"Safe"
"3696","Victoria","2010-09-22",46,"Safe"
"3697","Victoria","2010-09-23",48,"Safe"
"3698","Victoria","2010-09-24",50,"Safe"
"3699","Victoria","2010-09-25",56,"Safe"
"3700","Victoria","2010-09-26",46,"Safe"
"3701","Victoria","2010-09-27",74,"MinorHazard"
"3702","Victoria","2010-09-28",70,"MinorHazard"
"3703","Victoria","2010-09-29",56,"Safe"
"3704","Victoria","2010-09-30",43,"Safe"
"3705","Victoria","2010-10-01",33,"Safe"
"3706","Victoria","2010-10-02",39,"Safe"
"3707","Victoria","2010-10-03",52,"Safe"
"3708","Victoria","2010-10-04",65,"MinorHazard"
"3709","Victoria","2010-10-05",35,"Safe"
"3710","Victoria","2010-10-06",76,"MinorHazard"
"3711","Victoria","2010-10-07",67,"MinorHazard"
"3712","Victoria","2010-10-08",52,"Safe"
"3713","Victoria","2010-10-09",35,"Safe"
"3714","Victoria","2010-10-10",56,"Safe"
"3715","Victoria","2010-10-11",63,"MinorHazard"
"3716","Victoria","2010-10-12",72,"MinorHazard"
"3717","Victoria","2010-10-13",31,"Safe"
"3718","Victoria","2010-10-14",57,"Safe"
"3719","Victoria","2010-10-15",72,"MinorHazard"
"3720","Victoria","2010-10-16",76,"MinorHazard"
"3721","Victoria","2010-10-17",72,"MinorHazard"
"3722","Victoria","2010-10-18",70,"MinorHazard"
"3723","Victoria","2010-10-19",31,"Safe"
"3724","Victoria","2010-10-20",30,"Safe"
"3725","Victoria","2010-10-21",37,"Safe"
"3726","Victoria","2010-10-22",70,"MinorHazard"
"3727","Victoria","2010-10-23",56,"Safe"
"3728","Victoria","2010-10-24",39,"Safe"
"3729","Victoria","2010-10-25",43,"Safe"
"3730","Victoria","2010-10-26",56,"Safe"
"3731","Victoria","2010-10-27",44,"Safe"
"3732","Victoria","2010-10-28",46,"Safe"
"3733","Victoria","2010-10-29",61,"Safe"
"3734","Victoria","2010-10-30",50,"Safe"
"3735","Victoria","2010-10-31",59,"Safe"
"3736","Victoria","2010-11-01",44,"Safe"
"3737","Victoria","2010-11-02",52,"Safe"
"3738","Victoria","2010-11-03",43,"Safe"
"3739","Victoria","2010-11-04",48,"Safe"
"3740","Victoria","2010-11-05",50,"Safe"
"3741","Victoria","2010-11-06",54,"Safe"
"3742","Victoria","2010-11-07",74,"MinorHazard"
"3743","Victoria","2010-11-08",56,"Safe"
"3744","Victoria","2010-11-09",44,"Safe"
"3745","Victoria","2010-11-10",52,"Safe"
"3746","Victoria","2010-11-11",48,"Safe"
"3747","Victoria","2010-11-12",72,"MinorHazard"
"3748","Victoria","2010-11-13",59,"Safe"
"3749","Victoria","2010-11-14",39,"Safe"
"3750","Victoria","2010-11-15",43,"Safe"
"3751","Victoria","2010-11-16",39,"Safe"
"3752","Victoria","2010-11-17",57,"Safe"
"3753","Victoria","2010-11-18",57,"Safe"
"3754","Victoria","2010-11-19",46,"Safe"
"3755","Victoria","2010-11-20",50,"Safe"
"3756","Victoria","2010-11-21",39,"Safe"
"3757","Victoria","2010-11-22",54,"Safe"
"3758","Victoria","2010-11-23",63,"MinorHazard"
"3759","Victoria","2010-11-24",67,"MinorHazard"
"3760","Victoria","2010-11-25",37,"Safe"
"3761","Victoria","2010-11-26",67,"MinorHazard"
"3762","Victoria","2010-11-27",57,"Safe"
"3763","Victoria","2010-11-28",56,"Safe"
"3764","Victoria","2010-11-29",57,"Safe"
"3765","Victoria","2010-11-30",57,"Safe"
"3766","Victoria","2010-12-01",52,"Safe"
"3767","Victoria","2010-12-02",65,"MinorHazard"
"3768","Victoria","2010-12-03",69,"MinorHazard"
"3769","Victoria","2010-12-04",65,"MinorHazard"
