"","State","Date","WindGustSpeed","WindCata"
"559","New South Wales","2010-06-23",46,"Safe"
"560","New South Wales","2010-06-24",39,"Safe"
"561","New South Wales","2010-06-25",50,"Safe"
"562","New South Wales","2010-06-26",50,"Safe"
"563","New South Wales","2010-06-27",43,"Safe"
"564","New South Wales","2010-06-28",52,"Safe"
"565","New South Wales","2010-06-29",50,"Safe"
"566","New South Wales","2010-06-30",50,"Safe"
"567","New South Wales","2010-07-01",37,"Safe"
"568","New South Wales","2010-07-02",41,"Safe"
"569","New South Wales","2010-07-03",57,"Safe"
"570","New South Wales","2010-07-04",81,"MinorHazard"
"571","New South Wales","2010-07-05",76,"MinorHazard"
"572","New South Wales","2010-07-06",56,"Safe"
"573","New South Wales","2010-07-07",57,"Safe"
"574","New South Wales","2010-07-08",50,"Safe"
"575","New South Wales","2010-07-09",46,"Safe"
"576","New South Wales","2010-07-10",52,"Safe"
"577","New South Wales","2010-07-11",54,"Safe"
"578","New South Wales","2010-07-12",57,"Safe"
"579","New South Wales","2010-07-13",65,"MinorHazard"
"580","New South Wales","2010-07-14",76,"MinorHazard"
"581","New South Wales","2010-07-15",67,"MinorHazard"
"582","New South Wales","2010-07-16",70,"MinorHazard"
"583","New South Wales","2010-07-17",50,"Safe"
"584","New South Wales","2010-07-18",46,"Safe"
"585","New South Wales","2010-07-19",46,"Safe"
"586","New South Wales","2010-07-20",52,"Safe"
"587","New South Wales","2010-07-21",63,"MinorHazard"
"588","New South Wales","2010-07-22",70,"MinorHazard"
"589","New South Wales","2010-07-23",48,"Safe"
"590","New South Wales","2010-07-24",41,"Safe"
"591","New South Wales","2010-07-25",43,"Safe"
"592","New South Wales","2010-07-26",46,"Safe"
"593","New South Wales","2010-07-27",35,"Safe"
"594","New South Wales","2010-07-28",72,"MinorHazard"
"595","New South Wales","2010-07-29",39,"Safe"
"596","New South Wales","2010-07-30",50,"Safe"
"597","New South Wales","2010-07-31",63,"MinorHazard"
"598","New South Wales","2010-08-01",80,"MinorHazard"
"599","New South Wales","2010-08-02",83,"MinorHazard"
"600","New South Wales","2010-08-03",107,"Damaging"
"601","New South Wales","2010-08-05",54,"Safe"
"602","New South Wales","2010-08-06",46,"Safe"
"603","New South Wales","2010-08-07",61,"Safe"
"604","New South Wales","2010-08-08",46,"Safe"
"605","New South Wales","2010-08-09",59,"Safe"
"606","New South Wales","2010-08-10",56,"Safe"
"607","New South Wales","2010-08-11",74,"MinorHazard"
"608","New South Wales","2010-08-12",76,"MinorHazard"
"609","New South Wales","2010-08-13",67,"MinorHazard"
"610","New South Wales","2010-08-14",61,"Safe"
"611","New South Wales","2010-08-15",80,"MinorHazard"
"612","New South Wales","2010-08-16",76,"MinorHazard"
"613","New South Wales","2010-08-17",39,"Safe"
"614","New South Wales","2010-08-18",59,"Safe"
"615","New South Wales","2010-08-19",72,"MinorHazard"
"616","New South Wales","2010-08-20",50,"Safe"
"617","New South Wales","2010-08-21",72,"MinorHazard"
"618","New South Wales","2010-08-22",46,"Safe"
"619","New South Wales","2010-08-23",56,"Safe"
"620","New South Wales","2010-08-24",67,"MinorHazard"
"621","New South Wales","2010-08-25",72,"MinorHazard"
"622","New South Wales","2010-08-26",78,"MinorHazard"
"623","New South Wales","2010-08-27",81,"MinorHazard"
"624","New South Wales","2010-08-28",48,"Safe"
"625","New South Wales","2010-08-29",50,"Safe"
"626","New South Wales","2010-08-30",54,"Safe"
"627","New South Wales","2010-08-31",50,"Safe"
"628","New South Wales","2010-09-01",57,"Safe"
"629","New South Wales","2010-09-02",63,"MinorHazard"
"630","New South Wales","2010-09-03",56,"Safe"
"631","New South Wales","2010-09-04",70,"MinorHazard"
"632","New South Wales","2010-09-05",126,"Destructive"
"633","New South Wales","2010-09-06",57,"Safe"
"634","New South Wales","2010-09-07",52,"Safe"
"635","New South Wales","2010-09-08",37,"Safe"
"636","New South Wales","2010-09-09",44,"Safe"
"637","New South Wales","2010-09-10",80,"MinorHazard"
"638","New South Wales","2010-09-11",48,"Safe"
"639","New South Wales","2010-09-12",44,"Safe"
"640","New South Wales","2010-09-13",50,"Safe"
"641","New South Wales","2010-09-14",56,"Safe"
"642","New South Wales","2010-09-15",59,"Safe"
"643","New South Wales","2010-09-16",78,"MinorHazard"
"644","New South Wales","2010-09-17",54,"Safe"
"645","New South Wales","2010-09-18",50,"Safe"
"646","New South Wales","2010-09-19",35,"Safe"
"647","New South Wales","2010-09-20",41,"Safe"
"648","New South Wales","2010-09-21",65,"MinorHazard"
"649","New South Wales","2010-09-22",61,"Safe"
"650","New South Wales","2010-09-23",41,"Safe"
"651","New South Wales","2010-09-24",39,"Safe"
"652","New South Wales","2010-09-25",52,"Safe"
"653","New South Wales","2010-09-26",48,"Safe"
"654","New South Wales","2010-09-27",74,"MinorHazard"
"655","New South Wales","2010-09-28",50,"Safe"
"656","New South Wales","2010-09-29",61,"Safe"
"657","New South Wales","2010-09-30",48,"Safe"
"658","New South Wales","2010-10-01",56,"Safe"
"659","New South Wales","2010-10-02",61,"Safe"
"660","New South Wales","2010-10-03",56,"Safe"
"661","New South Wales","2010-10-04",61,"Safe"
"662","New South Wales","2010-10-05",52,"Safe"
"663","New South Wales","2010-10-06",69,"MinorHazard"
"664","New South Wales","2010-10-07",59,"Safe"
"665","New South Wales","2010-10-08",39,"Safe"
"666","New South Wales","2010-10-09",50,"Safe"
"667","New South Wales","2010-10-10",52,"Safe"
"668","New South Wales","2010-10-11",65,"MinorHazard"
"669","New South Wales","2010-10-12",63,"MinorHazard"
"670","New South Wales","2010-10-13",59,"Safe"
"671","New South Wales","2010-10-14",50,"Safe"
"672","New South Wales","2010-10-15",85,"MinorHazard"
"673","New South Wales","2010-10-16",93,"Damaging"
"674","New South Wales","2010-10-17",54,"Safe"
"675","New South Wales","2010-10-18",48,"Safe"
"676","New South Wales","2010-10-19",54,"Safe"
"677","New South Wales","2010-10-20",48,"Safe"
"678","New South Wales","2010-10-21",46,"Safe"
"679","New South Wales","2010-10-22",48,"Safe"
"680","New South Wales","2010-10-23",57,"Safe"
"681","New South Wales","2010-10-24",67,"MinorHazard"
"682","New South Wales","2010-10-25",59,"Safe"
"683","New South Wales","2010-10-26",56,"Safe"
"684","New South Wales","2010-10-27",56,"Safe"
"685","New South Wales","2010-10-28",44,"Safe"
"686","New South Wales","2010-10-29",70,"MinorHazard"
"687","New South Wales","2010-10-30",65,"MinorHazard"
"688","New South Wales","2010-10-31",69,"MinorHazard"
"689","New South Wales","2010-11-01",63,"MinorHazard"
"690","New South Wales","2010-11-02",67,"MinorHazard"
"691","New South Wales","2010-11-03",52,"Safe"
"692","New South Wales","2010-11-04",67,"MinorHazard"
"693","New South Wales","2010-11-05",67,"MinorHazard"
"694","New South Wales","2010-11-06",48,"Safe"
"695","New South Wales","2010-11-07",54,"Safe"
"696","New South Wales","2010-11-08",80,"MinorHazard"
"697","New South Wales","2010-11-09",54,"Safe"
"698","New South Wales","2010-11-10",63,"MinorHazard"
"699","New South Wales","2010-11-11",43,"Safe"
"700","New South Wales","2010-11-12",56,"Safe"
"701","New South Wales","2010-11-13",63,"MinorHazard"
"702","New South Wales","2010-11-14",57,"Safe"
"703","New South Wales","2010-11-15",61,"Safe"
"704","New South Wales","2010-11-16",61,"Safe"
"705","New South Wales","2010-11-17",63,"MinorHazard"
"706","New South Wales","2010-11-18",50,"Safe"
"707","New South Wales","2010-11-19",80,"MinorHazard"
"708","New South Wales","2010-11-20",41,"Safe"
"709","New South Wales","2010-11-21",63,"MinorHazard"
"710","New South Wales","2010-11-22",48,"Safe"
"711","New South Wales","2010-11-23",57,"Safe"
"712","New South Wales","2010-11-24",61,"Safe"
"713","New South Wales","2010-11-25",54,"Safe"
"714","New South Wales","2010-11-26",48,"Safe"
"715","New South Wales","2010-11-27",74,"MinorHazard"
"716","New South Wales","2010-11-28",54,"Safe"
"717","New South Wales","2010-11-29",56,"Safe"
"718","New South Wales","2010-11-30",56,"Safe"
"719","New South Wales","2010-12-01",63,"MinorHazard"
"720","New South Wales","2010-12-02",67,"MinorHazard"
"721","New South Wales","2010-12-03",48,"Safe"
"722","New South Wales","2010-12-04",44,"Safe"
"723","New South Wales","2010-12-05",44,"Safe"
"724","New South Wales","2010-12-06",50,"Safe"
"725","New South Wales","2010-12-07",50,"Safe"
"726","New South Wales","2010-12-08",96,"Damaging"
"727","New South Wales","2010-12-09",63,"MinorHazard"
"728","New South Wales","2010-12-10",61,"Safe"
"729","New South Wales","2010-12-11",50,"Safe"
"730","New South Wales","2010-12-12",61,"Safe"
"731","New South Wales","2010-12-13",61,"Safe"
"732","New South Wales","2010-12-14",41,"Safe"
"733","New South Wales","2010-12-15",70,"MinorHazard"
"734","New South Wales","2010-12-16",69,"MinorHazard"
"735","New South Wales","2010-12-17",65,"MinorHazard"
"736","New South Wales","2010-12-18",76,"MinorHazard"
"737","New South Wales","2010-12-19",78,"MinorHazard"
"738","New South Wales","2010-12-20",81,"MinorHazard"
"739","New South Wales","2010-12-21",65,"MinorHazard"
"740","New South Wales","2010-12-22",44,"Safe"
"741","New South Wales","2010-12-23",61,"Safe"
"742","New South Wales","2010-12-24",59,"Safe"
"743","New South Wales","2010-12-25",67,"MinorHazard"
"744","New South Wales","2010-12-26",80,"MinorHazard"
"745","New South Wales","2010-12-27",70,"MinorHazard"
"746","New South Wales","2010-12-28",54,"Safe"
"747","New South Wales","2010-12-29",52,"Safe"
"748","New South Wales","2010-12-30",44,"Safe"
"749","New South Wales","2010-12-31",57,"Safe"
"750","New South Wales","2011-01-01",56,"Safe"
"751","New South Wales","2011-01-02",61,"Safe"
"752","New South Wales","2011-01-03",70,"MinorHazard"
"753","New South Wales","2011-01-04",54,"Safe"
"754","New South Wales","2011-01-05",50,"Safe"
"755","New South Wales","2011-01-06",48,"Safe"
"756","New South Wales","2011-01-07",56,"Safe"
"757","New South Wales","2011-01-08",48,"Safe"
"758","New South Wales","2011-01-09",65,"MinorHazard"
"759","New South Wales","2011-01-10",59,"Safe"
"760","New South Wales","2011-01-11",63,"MinorHazard"
"761","New South Wales","2011-01-12",65,"MinorHazard"
"762","New South Wales","2011-01-13",57,"Safe"
"763","New South Wales","2011-01-14",67,"MinorHazard"
"764","New South Wales","2011-01-15",85,"MinorHazard"
"765","New South Wales","2011-01-16",70,"MinorHazard"
"766","New South Wales","2011-01-17",87,"MinorHazard"
"767","New South Wales","2011-01-18",70,"MinorHazard"
"768","New South Wales","2011-01-19",59,"Safe"
"769","New South Wales","2011-01-20",46,"Safe"
"770","New South Wales","2011-01-21",54,"Safe"
"771","New South Wales","2011-01-22",65,"MinorHazard"
"772","New South Wales","2011-01-23",61,"Safe"
"773","New South Wales","2011-01-24",72,"MinorHazard"
"774","New South Wales","2011-01-25",57,"Safe"
"775","New South Wales","2011-01-26",59,"Safe"
"776","New South Wales","2011-01-27",81,"MinorHazard"
"777","New South Wales","2011-01-28",59,"Safe"
"778","New South Wales","2011-01-29",46,"Safe"
"779","New South Wales","2011-01-30",54,"Safe"
"780","New South Wales","2011-01-31",56,"Safe"
"781","New South Wales","2011-02-01",70,"MinorHazard"
"782","New South Wales","2011-02-02",61,"Safe"
"783","New South Wales","2011-02-03",70,"MinorHazard"
"784","New South Wales","2011-02-04",81,"MinorHazard"
"785","New South Wales","2011-02-05",69,"MinorHazard"
"786","New South Wales","2011-02-06",83,"MinorHazard"
"787","New South Wales","2011-02-07",63,"MinorHazard"
"788","New South Wales","2011-02-08",48,"Safe"
"789","New South Wales","2011-02-09",50,"Safe"
"790","New South Wales","2011-02-10",46,"Safe"
"791","New South Wales","2011-02-11",54,"Safe"
"792","New South Wales","2011-02-12",61,"Safe"
"793","New South Wales","2011-02-13",69,"MinorHazard"
"794","New South Wales","2011-02-14",54,"Safe"
"795","New South Wales","2011-02-15",48,"Safe"
"796","New South Wales","2011-02-16",48,"Safe"
"797","New South Wales","2011-02-17",63,"MinorHazard"
"798","New South Wales","2011-02-18",52,"Safe"
"799","New South Wales","2011-02-19",59,"Safe"
"800","New South Wales","2011-02-20",46,"Safe"
"801","New South Wales","2011-02-21",69,"MinorHazard"
"802","New South Wales","2011-02-22",69,"MinorHazard"
"803","New South Wales","2011-02-23",57,"Safe"
"804","New South Wales","2011-02-24",41,"Safe"
"805","New South Wales","2011-02-25",35,"Safe"
"806","New South Wales","2011-02-26",41,"Safe"
"807","New South Wales","2011-02-27",50,"Safe"
"808","New South Wales","2011-02-28",54,"Safe"
"809","New South Wales","2011-03-01",98,"Damaging"
"810","New South Wales","2011-03-02",50,"Safe"
"811","New South Wales","2011-03-03",48,"Safe"
"812","New South Wales","2011-03-04",63,"MinorHazard"
"813","New South Wales","2011-03-05",70,"MinorHazard"
"814","New South Wales","2011-03-06",57,"Safe"
"815","New South Wales","2011-03-07",56,"Safe"
"816","New South Wales","2011-03-08",70,"MinorHazard"
"817","New South Wales","2011-03-09",63,"MinorHazard"
"818","New South Wales","2011-03-10",57,"Safe"
"819","New South Wales","2011-03-11",52,"Safe"
"820","New South Wales","2011-03-12",54,"Safe"
"821","New South Wales","2011-03-13",57,"Safe"
"822","New South Wales","2011-03-14",67,"MinorHazard"
"823","New South Wales","2011-03-15",44,"Safe"
"824","New South Wales","2011-03-16",48,"Safe"
"825","New South Wales","2011-03-17",46,"Safe"
"826","New South Wales","2011-03-18",48,"Safe"
"827","New South Wales","2011-03-19",59,"Safe"
"828","New South Wales","2011-03-20",59,"Safe"
"829","New South Wales","2011-03-21",61,"Safe"
"830","New South Wales","2011-03-22",41,"Safe"
"831","New South Wales","2011-03-23",59,"Safe"
"832","New South Wales","2011-03-24",72,"MinorHazard"
"833","New South Wales","2011-03-25",56,"Safe"
"834","New South Wales","2011-03-26",63,"MinorHazard"
"835","New South Wales","2011-03-27",52,"Safe"
"836","New South Wales","2011-03-28",54,"Safe"
"837","New South Wales","2011-03-29",52,"Safe"
"838","New South Wales","2011-03-30",57,"Safe"
"839","New South Wales","2011-03-31",61,"Safe"
"840","New South Wales","2011-05-01",50,"Safe"
"841","New South Wales","2011-05-02",39,"Safe"
"842","New South Wales","2011-05-03",52,"Safe"
"843","New South Wales","2011-05-04",57,"Safe"
"844","New South Wales","2011-05-05",59,"Safe"
"845","New South Wales","2011-05-06",67,"MinorHazard"
"846","New South Wales","2011-05-07",54,"Safe"
"847","New South Wales","2011-05-08",37,"Safe"
"848","New South Wales","2011-05-09",67,"MinorHazard"
"849","New South Wales","2011-05-10",59,"Safe"
"850","New South Wales","2011-05-11",91,"Damaging"
"851","New South Wales","2011-05-12",65,"MinorHazard"
"852","New South Wales","2011-05-13",65,"MinorHazard"
"853","New South Wales","2011-05-14",72,"MinorHazard"
"854","New South Wales","2011-05-15",59,"Safe"
"855","New South Wales","2011-05-16",39,"Safe"
"856","New South Wales","2011-05-17",37,"Safe"
"857","New South Wales","2011-05-18",52,"Safe"
"858","New South Wales","2011-05-19",56,"Safe"
"859","New South Wales","2011-05-20",44,"Safe"
"860","New South Wales","2011-05-21",52,"Safe"
"861","New South Wales","2011-05-22",61,"Safe"
"862","New South Wales","2011-05-23",59,"Safe"
"863","New South Wales","2011-05-24",67,"MinorHazard"
"864","New South Wales","2011-05-25",83,"MinorHazard"
"865","New South Wales","2011-05-26",56,"Safe"
"866","New South Wales","2011-05-27",43,"Safe"
"867","New South Wales","2011-05-28",54,"Safe"
"868","New South Wales","2011-05-29",46,"Safe"
"869","New South Wales","2011-05-30",94,"Damaging"
"870","New South Wales","2011-05-31",81,"MinorHazard"
"871","New South Wales","2011-06-01",76,"MinorHazard"
"872","New South Wales","2011-06-02",63,"MinorHazard"
"873","New South Wales","2011-06-03",43,"Safe"
"874","New South Wales","2011-06-04",56,"Safe"
"875","New South Wales","2011-06-05",43,"Safe"
"876","New South Wales","2011-06-06",54,"Safe"
"877","New South Wales","2011-06-07",63,"MinorHazard"
"878","New South Wales","2011-06-08",76,"MinorHazard"
"879","New South Wales","2011-06-09",63,"MinorHazard"
"880","New South Wales","2011-06-10",63,"MinorHazard"
"881","New South Wales","2011-06-11",63,"MinorHazard"
"882","New South Wales","2011-06-12",74,"MinorHazard"
"883","New South Wales","2011-06-13",65,"MinorHazard"
"884","New South Wales","2011-06-14",87,"MinorHazard"
"885","New South Wales","2011-06-15",87,"MinorHazard"
"886","New South Wales","2011-06-16",69,"MinorHazard"
"887","New South Wales","2011-06-17",76,"MinorHazard"
"888","New South Wales","2011-06-18",76,"MinorHazard"
"889","New South Wales","2011-06-19",76,"MinorHazard"
"890","New South Wales","2011-06-20",57,"Safe"
"891","New South Wales","2011-06-21",100,"Damaging"
"892","New South Wales","2011-06-22",89,"MinorHazard"
"893","New South Wales","2011-06-23",81,"MinorHazard"
"894","New South Wales","2011-06-24",50,"Safe"
"895","New South Wales","2011-06-25",39,"Safe"
"896","New South Wales","2011-06-26",46,"Safe"
"897","New South Wales","2011-06-27",39,"Safe"
"898","New South Wales","2011-06-28",52,"Safe"
"899","New South Wales","2011-06-29",56,"Safe"
"900","New South Wales","2011-06-30",56,"Safe"
"901","New South Wales","2011-07-01",44,"Safe"
"902","New South Wales","2011-07-02",37,"Safe"
"903","New South Wales","2011-07-03",57,"Safe"
"904","New South Wales","2011-07-04",69,"MinorHazard"
"905","New South Wales","2011-07-05",87,"MinorHazard"
"906","New South Wales","2011-07-06",87,"MinorHazard"
"907","New South Wales","2011-07-07",100,"Damaging"
"908","New South Wales","2011-07-08",65,"MinorHazard"
"909","New South Wales","2011-07-09",69,"MinorHazard"
"910","New South Wales","2011-07-10",85,"MinorHazard"
"911","New South Wales","2011-07-11",63,"MinorHazard"
